id,name,city,country,icao,tz,latitude,longitude
10122,Elkhart Municipal Airport,Elkhart,USA,KEKM,N/A,41.7193985,-86.00319672
10123,Nappanee Municipal Airport,Nappanee ,USA,KC03,N/A,41.44620132,-85.93479919
10128,Jim Hamilton L.B. Owens Airport,Columbia,USA,KCUB,N/A,33.97050095,-80.99520111
10129,Grove Municipal Airport,Grove,USA,KGMJ,N/A,36.60680008,-94.73860168
10130,Mc Pherson Airport,Mc Pherson,USA,KMPR,N/A,38.35240173,-97.69129944
10131,Donaldson Center Airport,Greenville,USA,KGYH,N/A,34.75830078,-82.37640381
10132,Perry Houston County Airport,Perry,USA,KPXE,N/A,32.51060104,-83.76730347
10133,Hartsville Regional Airport,Hartsville,USA,KHVS,N/A,34.40309906,-80.11920166
10134,Horace Williams Airport,Chapel Hill,USA,KIGX,N/A,35.935001,-79.065902
10138,Brunswick County Airport,Oak Island,USA,KSUT,N/A,33.9292984,-78.07499695
10139,Chesterfield County Airport,Richmond,USA,KFCI,N/A,37.40650177,-77.52500153
10144,Henderson Oxford Airport,Oxford,USA,KHNZ,N/A,36.36159897,-78.52919769
10145,Leesburg International Airport,Leesburg,USA,KLEE,N/A,28.82309914,-81.80870056
10162,Chino Airport,Chino,USA,KCNO,N/A,33.97470093,-117.637001
10169,Madison County Airport,London,USA,KUYF,N/A,39.93270111,-83.46199799
10185,Paso Robles Municipal Airport,Paso Robles,USA,KPRB,N/A,35.67290115,-120.6269989
10360,Half Moon Bay Airport,Half Moon Bay,USA,KHAF,N/A,37.51340103,-122.5009995
10371,General WM J Fox Airfield,Lancaster,USA,KWJF,N/A,34.74110031,-118.2190018
10831,Person County Airport,Roxboro,USA,KTDF,N/A,36.28490067,-78.98419952
11004,Talladega Municipal Airport,Talladega,USA,KASN,N/A,33.56990051,-86.05090332
11005,Greenville Downtown Airport,Greenville,USA,KGMU,N/A,34.84790039,-82.34999847
11008,Mankato Regional Airport,Mankato,USA,KMKT,N/A,44.22159958,-93.91870117
11010,Troy Municipal Airport,Troy,USA,KTOI,N/A,31.86039925,-86.01210022
11011,Merkel Field Sylacauga Municipal Airport,Sylacauga,USA,KSCD,N/A,33.17179871,-86.30549622
11012,Enterprise Municipal Airport,Enterprise,USA,KEDN,N/A,31.29969978,-85.89990234
11017,Ryan Field,Tucson,USA,KRYN,N/A,32.14220047,-111.1750031
11022,Thomas C Russell Field,Alexander City,USA,KALX,N/A,32.91469955,-85.96299744
11035,Meriden Markham Municipal Airport,Meriden,USA,KMMK,N/A,41.50870132,-72.82949829
11067,Ridgely Airpark,Ridgely,USA,KRJD,N/A,38.9701004,-75.86630249
11068,New Castle Henry Co. Municipal Airport,New Castle,USA,KUWL,N/A,39.87590027,-85.32649994
11069,Scott City Municipal Airport,Scott City,USA,KTQK,N/A,38.47430038,-100.8850021
11070,Brewster Field,Holdredge,USA,KHDE,N/A,40.452099,-99.336502
11071,Pratt Regional Airport,Pratt,USA,KPTT,N/A,37.70159912,-98.74690247
11073,Wahoo Municipal Airport,Wahoo,USA,KAHQ,N/A,41.24129868,-96.59400177
11074,Jim Kelly Field,Lexington,USA,KLXN,N/A,40.79100037,-99.77729797
11075,Sublette Municipal Airport,Sublette,USA,K19S,N/A,37.49140167,-100.8300018
11076,Council Bluffs Municipal Airport,Council Bluffs,USA,KCBF,N/A,41.25920105,-95.76059723
11077,Kokomo Municipal Airport,Kokomo,USA,KOKK,N/A,40.52819824,-86.05899811
11078,Neodesha Municipal Airport,Neodesha,USA,K2K7,N/A,37.4353981,-95.64610291
11079,King Ranch Airport,Sutton,USA,AK59,N/A,61.79560089,-148.3549957
11080,Elkhart Morton County Airport,Elkhart,USA,KEHA,N/A,37.000702,-101.879997
11081,Front Range Airport,Denver,USA,KFTG,N/A,39.78530121,-104.5429993
11082,Galesburg Municipal Airport,Galesburg,USA,KGBG,N/A,40.93799973,-90.43109894
11084,Guymon Municipal Airport,Guymon,USA,KGUY,N/A,36.68510056,-101.5080032
11086,Meade Municipal Airport,Meade,USA,KMEJ,N/A,37.27690125,-100.3560028
11087,Turkey Mountain Estates Airport,Shell Knob,USA,MO00,N/A,36.59170151,-93.66690063
11088,Ulysses Airport,Ulysses,USA,KULS,N/A,37.60400009,-101.3740005
11089,Flagler Aerial Spraying Inc Airport,Flagler,USA,CO00,N/A,39.27999878,-103.0670013
11090,Independence Municipal Airport,Independence,USA,KIDP,N/A,37.15840149,-95.77839661
11091,Augusta Municipal Airport,Augusta,USA,K3AU,N/A,37.67160034,-97.07790375
11092,Larned Pawnee County Airport,Larned,USA,KLQR,N/A,38.20859909,-99.08599854
11093,Lampasas Airport,Lampasas,USA,KLZZ,N/A,31.10619926,-98.19589996
11094,Bay City Municipal Airport,Bay City,USA,KBYY,N/A,28.97330093,-95.8635025
11095,Cox Field,Paris,USA,KPRX,N/A,33.63660049,-95.45079803
11096,Coffeyville Municipal Airport,Coffeyville,USA,KCFV,N/A,37.09400177,-95.57189941
11097,The Farm Airport,Summit,USA,24SC,N/A,33.93579865,-81.42970276
11098,Greeley–Weld County Airport,Greeley,USA,KGXY,N/A,40.43740082,-104.6330032
11099,General Dewitt Spain Airport,Memphis,USA,KM01,N/A,35.20069885,-90.05400085
11100,Oryol Yuzhny Airport,Oakley,USA,UUOR,N/A,52.93470001,36.00220108
11101,Fremont Municipal Airport,Fremont,USA,KFET,N/A,41.44910049,-96.52020264
11102,La Grande/Union County Airport,La Grande,USA,KLGD,N/A,45.29019928,-118.0070038
11110,Pocono Mountains Municipal Airport,Mount Pocono,USA,KMPO,N/A,41.13750076,-75.37889862
11111,Quakertown Airport,Quakertown,USA,KUKT,N/A,40.43519974,-75.38189697
11131,Banning Municipal Airport,Banning,USA,KBNG,N/A,33.92309952,-116.8509979
11134,Karl Stefan Memorial Airport,Norfolk  Nebraska,USA,KOFK,N/A,41.98550034,-97.43509674
11141,Arlington Municipal Airport,Arlington,USA,KAWO,N/A,48.16070175,-122.1589966
11153,Peter O Knight Airport,Tampa,USA,KTPF,N/A,27.91559982,-82.44930267
11243,Montauk Airport,Montauk,USA,KMTP,N/A,41.07649994,-71.92079926
11255,Porter County Municipal Airport,Valparaiso IN,USA,KVPZ,N/A,41.45399857,-87.00710297
11299,Mason County Airport,Ludington,USA,KLDM,N/A,43.96250153,-86.40789795
11312,Reid-Hillview Airport of Santa Clara County,San Jose,USA,KRHV,N/A,37.332901,-121.8190002
11438,Camarillo Airport,Camarillo - CA,USA,KCMA,N/A,34.21369934,-119.0940018
11638,Watsonville Municipal Airport,Watsonville,USA,KWVI,N/A,36.93569946,-121.7900009
11649,Williamsburg Jamestown Airport,Williamsburg,USA,KJGG,N/A,37.23920059,-76.7161026
11742,Union County Airport,Marysville,USA,KMRT,N/A,40.22470093,-83.35160065
11814,St Louis Regional Airport,Alton/St Louis,USA,KALN,N/A,38.89030075,-90.04599762
11815,Chandler Field,Alexandria,USA,KAXN,N/A,45.86629868,-95.3946991
11816,Columbus Municipal Airport,Columbus,USA,KBAK,N/A,39.26190186,-85.89630127
11817,Curtis Field,Brady,USA,KBBD,N/A,31.17930031,-99.32389832
11818,Eastern Sierra Regional Airport,Bishop,USA,KBIH,N/A,37.37310028,-118.3639984
11819,Baker City Municipal Airport,Baker City,USA,KBKE,N/A,44.83729935,-117.8089981
11820,Miley Memorial Field,Big Piney,USA,KBPI,N/A,42.58509827,-110.1110001
11821,Ozark Regional Airport,Mountain Home,USA,KBPK,N/A,36.3689003,-92.47049713
11822,W K Kellogg Airport,Battle Creek,USA,KBTL,N/A,42.30730057,-85.25150299
11823,Burley Municipal Airport,Burley,USA,KBYI,N/A,42.54259872,-113.7720032
11824,Northeast Iowa Regional Airport,Charles City,USA,KCCY,N/A,43.07260132,-92.6108017
11825,Chanute Martin Johnson Airport,Chanute,USA,KCNU,N/A,37.66880035,-95.48509979
11826,Jacksonville Executive at Craig Airport,Jacksonville,USA,KCRG,N/A,30.3362999,-81.51439667
11827,Crossville Memorial Whitson Field,Crossville,USA,KCSV,N/A,35.95130157,-85.08499908
11828,Davison Army Air Field,Fort Belvoir,USA,KDAA,N/A,38.71500015,-77.18099976
11829,Barstow Daggett Airport,Daggett,USA,KDAG,N/A,34.85369873,-116.7870026
11830,Deming Municipal Airport,Deming,USA,KDMN,N/A,32.26229858,-107.7210007
11831,Desert Rock Airport,Mercury,USA,KDRA,N/A,36.6194,-116.032997
11832,Needles Airport,Needles,USA,KEED,N/A,34.7663002,-114.6230011
11833,Duke Field,Crestview,USA,KEGI,N/A,30.65040016,-86.52290344
11834,Murray Field,Eureka,USA,KEKA,N/A,40.80339813,-124.112999
11835,San Marcos Municipal Airport,San Marcos,USA,KHYI,N/A,29.8927002,-97.86299896
11836,Sawyer County Airport,Hayward,USA,KHYR,N/A,46.02519989,-91.44429779
11837,Kimble County Airport,Junction,USA,KJCT,N/A,30.51129913,-99.7634964
11838,Monticello Municipal Ellis Field,Monticello,USA,KLLQ,N/A,33.6385994,-91.75099945
11839,Derby Field,Lovelock,USA,KLOL,N/A,40.06639862,-118.5650024
11840,Mobridge Municipal Airport,Mobridge,USA,KMBG,N/A,45.54650116,-100.4079971
11841,Mc Comb/Pike County Airport/John E Lewis Field,Mc Comb,USA,KMCB,N/A,31.17849922,-90.47190094
11842,Southern Illinois Airport,Carbondale/Murphysboro,USA,KMDH,N/A,37.77809906,-89.2519989
11843,Mc Entire Joint National Guard Base,Eastover,USA,KMMT,N/A,33.92079926,-80.80130005
11844,Brunswick Executive Airport,Brunswick,USA,KNHZ,N/A,43.89220047,-69.93859863
11845,Naval Station Mayport (Admiral David L. Mcdonald Field),Mayport,USA,KNRB,N/A,30.39109993,-81.42469788
11846,Orangeburg Municipal Airport,Orangeburg,USA,KOGB,N/A,33.45679855,-80.85949707
11847,Columbus Municipal Airport,Columbus,USA,KOLU,N/A,41.44800186,-97.34259796
11848,Ottumwa Regional Airport,Ottumwa,USA,KOTM,N/A,41.10660172,-92.44789886
11849,Cairns AAF (Fort Rucker) Air Field,Fort Rucker/Ozark,USA,KOZR,N/A,31.27569962,-85.71340179
11850,Ralph Wenz Field,Pinedale,USA,KPNA,N/A,42.79550171,-109.8069992
11851,Dutchess County Airport,Poughkeepsie,USA,KPOU,N/A,41.62659836,-73.88420105
11852,New Richmond Regional Airport,New Richmond,USA,KRNH,N/A,45.14830017,-92.5381012
11853,Russell Municipal Airport,Russell,USA,KRSL,N/A,38.87210083,-98.8117981
11854,Redwood Falls Municipal Airport,Redwood Falls,USA,KRWF,N/A,44.54719925,-95.08229828
11855,Salinas Municipal Airport,Salinas,USA,KSNS,N/A,36.66279984,-121.6060028
11856,Sonora Municipal Airport,Sonora,USA,KSOA,N/A,30.58569908,-100.6490021
11857,Saline County Regional Airport,Benton,USA,KSUZ,N/A,34.59059906,-92.47940063
11858,Tonopah Airport,Tonopah,USA,KTPH,N/A,38.06019974,-117.086998
11859,Aurora State Airport,Aurora,USA,KUAO,N/A,45.24710083,-122.7699966
11860,Ukiah Municipal Airport,Ukiah,USA,KUKI,N/A,39.12599945,-123.2009964
11861,University Oxford Airport,Oxford,USA,KUOX,N/A,34.38430023,-89.53679657
11862,Huntsville Regional Airport,Huntsville,USA,KUTS,N/A,30.74690056,-95.58719635
11863,Miller Field,Valentine,USA,KVTN,N/A,42.85779953,-100.5479965
11864,Winnemucca Municipal Airport,Winnemucca,USA,KWMC,N/A,40.89659882,-117.8059998
11865,West Woodward Airport,Woodward,USA,KWWR,N/A,36.438,-99.5226667
11866,Cape Canaveral AFS Skid Strip,Cocoa Beach,USA,KXMR,N/A,28.46759987,-80.56659698
11867,Homey (Area 51) Airport,Groom Lake,USA,KXTA,N/A,37.23500061,-115.810997
11868,Zanesville Municipal Airport,Zanesville,USA,KZZV,N/A,39.94440079,-81.89209747
11918,Nenana Municipal Airport,Nenana,USA,PANN,N/A,64.54730225,-149.0740051
11919,Wasilla Airport,Wasilla,USA,PAWS,N/A,61.57170105,-149.5399933
